prefix,name,type
us-gaap,AccountsReceivableNoncurrentAccruedInterestThresholdPeriodWriteoff,xbrli:durationItemType
us-gaap,AccountsReceivableBeforeAllowanceForCreditLossNoncurrentByOriginationYearAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableNoncurrentPastDueLineItems,xbrli:stringItemType
us-gaap,AccountsPayableUnderwritersPromotersAndEmployeesOtherThanSalariesAndWagesCurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableNoncurrentCreditQualityIndicatorLineItems,xbrli:stringItemType
us-gaap,AccountsPayableTradeCurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableNoncurrentNonaccrualAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableRelatedParties,xbrli:monetaryItemType
us-gaap,AccountsReceivableRelatedPartiesNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsNotesAndLoansReceivableNetCurrent,xbrli:monetaryItemType
us-gaap,AccountsNotesAndLoansReceivableClassifiedAbstract,xbrli:stringItemType
us-gaap,AccountsNotesAndLoansReceivableNetCurrentAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableGrossNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsNotesLoansAndFinancingReceivablesByIndustryOfCounterpartyTypeAxis,xbrli:stringItemType
us-gaap,AccountsNotesLoansAndFinancingReceivablesByLegalEntityOfCounterpartyTypeAxis,xbrli:stringItemType
us-gaap,AccountsNotesLoansAndFinancingReceivableGrossAllowanceAndNetAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableGross,xbrli:monetaryItemType
us-gaap,AccountsReceivableNetCurrentAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableNetNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableRelatedPartiesCurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableNet,xbrli:monetaryItemType
us-gaap,AccountsReceivableMember,dtr-types:domainItemType
us-gaap,AccountsReceivableBilledForLongTermContractsOrPrograms,xbrli:monetaryItemType
us-gaap,AccountsReceivableNetCurrent,xbrli:monetaryItemType
us-gaap,AccountsNotesLoansAndFinancingReceivableByReceivableTypeAxis,xbrli:stringItemType
us-gaap,AccountsPayableInterestBearingInterestRate,dtr-types:percentItemType
us-gaap,AccountsNotesLoansAndFinancingReceivablesByBillingStatusTypeAxis,xbrli:stringItemType
us-gaap,AccountsReceivableNetAbstract,xbrli:stringItemType
us-gaap,AccountsReceivableAdditionalDisclosuresAbstract,xbrli:stringItemType
us-gaap,AccountsPayableInterestBearingNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableNetNoncurrentAbstract,xbrli:stringItemType
us-gaap,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsPayableCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccountsReceivableFairValueDisclosure,xbrli:monetaryItemType
us-gaap,AccountsReceivableGrossCurrent,xbrli:monetaryItemType
us-gaap,AccountsNotesAndLoansReceivableLineItems,xbrli:stringItemType
us-gaap,AccountsPayableFairValueDisclosure,xbrli:monetaryItemType
us-gaap,AccountsReceivableUnapprovedContractClaimsAmountExpectedToBeCollectedAfterOneYear,xbrli:monetaryItemType
us-gaap,AccretionAmortizationOfDiscountsAndPremiumsInvestments,xbrli:monetaryItemType
us-gaap,AccretionExpense,xbrli:monetaryItemType
us-gaap,AccretionExpenseIncludingAssetRetirementObligations,xbrli:monetaryItemType
us-gaap,AccretionExpenseIncludingAssetRetirementObligationsAbstract,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesReconciliationOfUndiscountedAmountToRecordedBalanceAbstract,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesGrossAbstract,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesGross,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesRollForward,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesDisclosureAbstract,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesPayments1,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesAbstract,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForAcquisitionsAndDivestitures,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesBalanceSheetClassificationAbstract,xbrli:stringItemType
us-gaap,AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesComponentAmount,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesMaterialChangesInAccrual,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesForeignCurrencyTranslationGainLoss,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesMaterialComponents,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingencies,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesDiscount,xbrli:monetaryItemType
us-gaap,AccrualRealAndPersonalPropertyTaxesUncertainty,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueInRemainderOfFiscalYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesSignificantAssumptions,xbrli:stringItemType
us-gaap,AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,xbrli:monetaryItemType
us-gaap,AccrualForEnvironmentalLossContingenciesDiscountRate,dtr-types:percentItemType
us-gaap,AccrualForEnvironmentalLossContingenciesFiscalYearMaturityAbstract,xbrli:stringItemType
us-gaap,AccrualForTaxesOtherThanIncomeTaxesCurrent,xbrli:monetaryItemType
us-gaap,AccruedVacationCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedParticipationLiabilitiesDueInNextOperatingCycle,xbrli:monetaryItemType
us-gaap,AccruedCappingClosurePostClosureAndEnvironmentalCosts,xbrli:monetaryItemType
us-gaap,AccruedFeesAndOtherRevenueReceivable,xbrli:monetaryItemType
us-gaap,AccruedAdvertisingCurrent,xbrli:monetaryItemType
us-gaap,AccruedSalariesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedProfessionalFeesCurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesAndOtherLiabilities,xbrli:monetaryItemType
us-gaap,AccruedPayrollTaxesCurrent,xbrli:monetaryItemType
us-gaap,AccruedCappingClosurePostClosureAndEnvironmentalCostsNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedEnvironmentalLossContingenciesNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedInvestmentIncomeReceivable,xbrli:monetaryItemType
us-gaap,AccruedBonusesCurrent,xbrli:monetaryItemType
us-gaap,AccruedIncomeReceivableMember,dtr-types:domainItemType
us-gaap,AccruedInsuranceNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedUtilitiesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesCurrent,xbrli:monetaryItemType
us-gaap,AccruedSalesCommissionCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedRentCurrent,xbrli:monetaryItemType
us-gaap,AccruedEnvironmentalLossContingenciesCurrent,xbrli:monetaryItemType
us-gaap,AccruedRoyaltiesCurrent,xbrli:monetaryItemType
us-gaap,AccruedVacationCurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesCurrentAbstract,xbrli:stringItemType
us-gaap,AccruedLiabilitiesForUnredeeemedGiftCards,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesCurrentAndNoncurrentAbstract,xbrli:stringItemType
us-gaap,AccruedEmployeeBenefitsCurrent,xbrli:monetaryItemType
us-gaap,AccruedSalariesCurrent,xbrli:monetaryItemType
us-gaap,AccruedSalesCommissionCurrent,xbrli:monetaryItemType
us-gaap,AccruedMarketingCostsCurrent,xbrli:monetaryItemType
us-gaap,AccruedUtilitiesCurrent,xbrli:monetaryItemType
us-gaap,AccruedInsuranceCurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesFairValueDisclosure,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesForCommissionsExpenseAndTaxes,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesAndOtherLiabilitiesAbstract,xbrli:stringItemType
us-gaap,AccruedInterestAfterAllowanceForCreditLossAbstract,xbrli:stringItemType
us-gaap,AccruedExchangeFeeRebateCurrent,xbrli:monetaryItemType
us-gaap,AccruedInterestWriteoffAbstract,xbrli:stringItemType
us-gaap,AccruedRoyaltiesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedIncomeTaxes,xbrli:monetaryItemType
us-gaap,AccruedPayrollTaxesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedProfessionalFeesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedIncomeTaxesCurrent,xbrli:monetaryItemType
us-gaap,AccruedReclamationCostsCurrent,xbrli:monetaryItemType
us-gaap,AccruedIncomeTaxesNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesMember,dtr-types:domainItemType
us-gaap,AccruedRentCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedRentNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedAdvertisingCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedEmployeeBenefitsCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedBonusesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedInsuranceCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedLiabilitiesCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccruedExchangeFeeRebateCurrentAndNoncurrent,xbrli:monetaryItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,xbrli:monetaryItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,xbrli:monetaryItemType
us-gaap,AccumulatedGainLossCashFlowHedgeIncludingNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedGainLossFinancialLiabilityFairValueOptionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDistributionsInExcessOfNetIncomeAbstract,xbrli:stringItemType
us-gaap,AccumulatedGainLossNetCashFlowHedgeParentMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetTransitionAssetObligationMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossDerivativeQualifyingAsHedgeExcludedComponentIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTax,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossTable,xbrli:stringItemType
us-gaap,AccumulatedNetGainLossFromCashFlowHedgesIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities,xbrli:monetaryItemType
us-gaap,AccumulatedOtherThanTemporaryImpairmentMember,dtr-types:domainItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationReclassificationsFromPropertyPlantAndEquipment1,xbrli:monetaryItemType
us-gaap,AccumulatedGainLossNetCashFlowHedgeNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherthanTemporaryImpairmentIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedGainLossFinancialLiabilityFairValueOptionIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetUnamortizedGainLossMember,dtr-types:domainItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentAbstract,xbrli:stringItemType
us-gaap,AccumulatedOtherThanTemporaryImpairmentAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDistributionsInExcessOfNetIncome,xbrli:monetaryItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetTransitionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedAmortizationOfDebtIssuanceCostsLineOfCreditArrangements,xbrli:monetaryItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetPriorServiceCostCreditMember,dtr-types:domainItemType
us-gaap,AccumulatedCapitalizedInterestCosts,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecuritiesAbstract,xbrli:stringItemType
us-gaap,AccumulatedGainLossFinancialLiabilityFairValueOptionAttributableToParentMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,xbrli:monetaryItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetPriorServiceIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetPriorServiceAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedForeignCurrencyAdjustmentAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossBeforeFederalHomeLoanBankAssessments,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,xbrli:monetaryItemType
us-gaap,AccumulatedDistributionsInExcessOfNetIncomeMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetGainLossIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetGainLossAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedNetInvestmentGainLossAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentNetTransitionIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedNetGainLossFromCashFlowHedgesAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossLineItems,xbrli:stringItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossBeforeTax1,xbrli:monetaryItemType
us-gaap,AccumulatedForeignCurrencyAdjustmentIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedNetInvestmentGainLossIncludingPortionAttributableToNoncontrollingInterestMember,dtr-types:domainItemType
us-gaap,AccumulatedAmortizationOfCurrentDeferredFinanceCosts,xbrli:monetaryItemType
us-gaap,AccumulatedDeferredInvestmentTaxCredit,xbrli:monetaryItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,AccumulatedTranslationAdjustmentMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,xbrli:monetaryItemType
us-gaap,AccumulatedAmortizationDeferredFinanceCosts,xbrli:monetaryItemType
us-gaap,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,xbrli:monetaryItemType
us-gaap,AccumulatedAmortizationOfOtherDeferredCosts,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeMember,dtr-types:domainItemType
us-gaap,AccumulatedNetUnrealizedInvestmentGainLossMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,xbrli:monetaryItemType
us-gaap,AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedgesMember,dtr-types:domainItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTax,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,xbrli:monetaryItemType
us-gaap,AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,xbrli:monetaryItemType
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTaxAbstract,xbrli:stringItemType
us-gaap,AccumulatedDefinedBenefitPlansAdjustmentMember,dtr-types:domainItemType
us-gaap,AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,xbrli:durationItemType
us-gaap,AcquiredFilmLibrariesMember,dtr-types:domainItemType
us-gaap,AcquiredFiniteLivedIntangibleAssetWeightedAveragePeriodBeforeRenewalOrExtension,xbrli:durationItemType
us-gaap,AcquiredFiniteLivedIntangibleAssetsLineItems,xbrli:stringItemType
us-gaap,AcquiredIndefiniteLivedIntangibleAssetsLineItems,xbrli:stringItemType
us-gaap,AcquiredFiniteLivedIntangibleAssetResidualValue,xbrli:monetaryItemType
us-gaap,AcquisitionOfContentRightsInExchangeForFutureServicesMember,dtr-types:domainItemType
us-gaap,AcquisitionCostsCumulative,xbrli:monetaryItemType
us-gaap,AcquisitionRelatedCostsMember,dtr-types:domainItemType
us-gaap,AcquisitionCosts,xbrli:monetaryItemType
us-gaap,AcquisitionCostRatio,dtr-types:percentItemType
us-gaap,ActualSavingsAnticipatedByPreviousExitPlanNotAchievedAsExpectedOutcomeAndReasons,xbrli:stringItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceOriginalDiscountRateBeforeCashFlowAndReinsurance,xbrli:monetaryItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceTableTextBlock,dtr-types:textBlockItemType
us-gaap,AdditionalLiabilityLongDurationInsurancePolicyTextBlock,dtr-types:textBlockItemType
us-gaap,AdditionalOtherLiabilitiesDisclosureAbstract,xbrli:stringItemType
us-gaap,AdditionalCashFlowElementsAbstract,xbrli:stringItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceRemeasurementGainLoss,xbrli:monetaryItemType
us-gaap,AdditionalPaidInCapitalAbstract,xbrli:stringItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceGeographicalExtensibleList,enum2:enumerationSetItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceActivityTable,xbrli:stringItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceAfterReinsuranceAbstract,xbrli:stringItemType
us-gaap,AdditionalFinancialInformationDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceBeforeReinsuranceAfterDiscountRateChangeAbstract,xbrli:stringItemType
us-gaap,AdditionalLiabilityLongDurationInsuranceBenefitPayment,xbrli:monetaryItemType
